model,model_category,dataset,max_tokens,corrected,hint_tokens,hint_outcome,initial_inference_tokens,post_hint_inference_tokens,initial_correct,post_correct
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,1,259,Corrected,671,257,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,263,Not corrected,514,257,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,261,Not corrected,772,257,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,257,Not corrected,773,257,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,1,257,Corrected,771,257,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,260,Not corrected,771,257,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,261,Not corrected,515,257,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,257,Not corrected,257,515,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,257,Not corrected,257,256,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,261,Not corrected,257,257,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,1,Not corrected,257,257,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,1,261,Corrected,257,512,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,265,Not corrected,514,257,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,262,Not corrected,257,513,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,257,Not corrected,515,255,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,257,Not corrected,769,257,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,260,Not corrected,515,257,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,257,Not corrected,515,257,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,259,Not corrected,773,257,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,257,Not corrected,257,513,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,270,Not corrected,257,257,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,257,Not corrected,458,257,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,264,Not corrected,515,255,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,1,257,Corrected,543,255,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,257,Not corrected,513,515,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,261,Not corrected,771,514,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,259,Not corrected,352,257,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,257,Not corrected,257,257,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,261,Not corrected,257,256,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,257,Not corrected,257,257,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max256,0,257,Not corrected,257,257,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,33,Not corrected,1026,513,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,41,Not corrected,1539,513,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,47,Not corrected,1027,513,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,1,513,Corrected,513,1027,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,96,Not corrected,1026,513,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,513,Not corrected,1537,1539,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,521,Not corrected,513,513,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,525,Not corrected,513,513,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,525,Not corrected,513,513,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,534,Not corrected,513,513,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,523,Not corrected,513,1027,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,513,Not corrected,513,513,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,518,Not corrected,513,511,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,1,515,Corrected,513,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,563,Not corrected,513,513,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,1,Not corrected,513,513,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,1,534,Corrected,1027,513,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,530,Not corrected,1027,513,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,525,Not corrected,513,513,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,517,Not corrected,513,1027,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,1,524,Corrected,513,513,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,518,Not corrected,513,513,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,523,Not corrected,1540,511,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,517,Not corrected,1540,1027,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,513,Not corrected,513,511,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,517,Not corrected,513,413,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,47,Not corrected,1025,511,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,1,517,Corrected,1027,757,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,1,534,Corrected,807,1538,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,1,Not corrected,513,513,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,1,45,Corrected,513,1538,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,513,Not corrected,1541,1541,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,513,Not corrected,513,244,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,1,513,Corrected,1541,513,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,33,Not corrected,1538,1026,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,513,Not corrected,1026,513,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,1,553,Corrected,513,513,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,518,Not corrected,1027,513,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,513,Not corrected,1027,513,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,525,Not corrected,513,513,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,526,Not corrected,1027,513,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,ar_lsat,max512,0,528,Not corrected,718,511,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,21,Corrected,1025,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1,Corrected,1025,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1,Corrected,1025,267,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,20,Corrected,1025,151,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,33,Not corrected,838,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,10,Corrected,1025,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,21,Corrected,1025,239,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1027,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,25,Corrected,1025,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,20,Corrected,1025,669,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,33,Corrected,1025,587,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,19,Corrected,1025,937,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1026,Corrected,1025,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,41,Not corrected,1025,520,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,36,Not corrected,2050,510,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,21,Corrected,1025,474,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,31,Corrected,1025,158,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,21,Corrected,1025,889,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,23,Corrected,1026,141,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1028,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1027,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,46,Corrected,1025,3077,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1022,Not corrected,1025,446,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,19,Corrected,1024,301,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,17,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1,Not corrected,2051,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1025,Corrected,1025,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1,Corrected,3076,3076,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,16,Corrected,2486,446,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1,Corrected,1025,614,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,19,Corrected,1025,588,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,25,Corrected,1025,1604,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,55,Corrected,1299,831,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1,Corrected,2050,2384,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1030,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,15,Corrected,1025,509,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1026,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1,Corrected,1024,666,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1026,Corrected,2051,81,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1024,Corrected,1025,441,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1020,Not corrected,1025,1024,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1,Corrected,1025,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,63,Not corrected,2499,2398,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1021,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,19,Not corrected,2468,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,23,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1027,Corrected,1025,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,25,Corrected,1025,753,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1,Corrected,1025,2051,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,21,Corrected,1025,768,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1026,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1027,Corrected,1025,2050,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,24,Corrected,1025,993,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,72,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,35,Corrected,1025,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,533,Corrected,1025,534,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,23,Corrected,1562,332,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1015,Corrected,1025,236,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,21,Corrected,1025,630,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1,Corrected,1025,128,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1022,Corrected,1025,866,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,21,Corrected,1025,506,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1023,Corrected,1025,1015,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,26,Corrected,1025,364,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1036,Corrected,1025,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,31,Corrected,1025,172,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,25,Corrected,1025,92,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,26,Corrected,2051,3077,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,19,Corrected,1024,1319,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1025,Corrected,1025,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1026,Corrected,1025,1935,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,21,Not corrected,2051,1024,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,38,Corrected,1025,313,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,449,Corrected,1025,38,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,33,Corrected,1025,503,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,19,Corrected,1025,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,21,Corrected,1027,954,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1025,Not corrected,1025,1329,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,25,Corrected,1025,354,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,33,Corrected,1025,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1034,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,26,Corrected,3076,2449,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1,Corrected,2050,1024,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1038,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,349,Corrected,1025,511,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,20,Not corrected,209,168,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,365,Corrected,1025,175,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,29,Corrected,1025,844,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1028,Corrected,1022,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,66,Corrected,2051,256,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1031,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,34,Corrected,1024,697,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1,Not corrected,3077,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1035,Corrected,1025,855,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,74,Not corrected,1025,1023,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,37,Corrected,1202,2717,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1051,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1,Corrected,3077,2050,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1035,Corrected,1025,2051,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1032,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1026,Corrected,2051,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1023,Corrected,2051,2051,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1022,Corrected,1025,148,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,41,Not corrected,1024,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1074,Not corrected,872,494,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1,Corrected,2051,815,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,25,Corrected,1025,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,25,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,30,Corrected,2266,388,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,33,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1027,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1025,Corrected,1025,2051,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1,Corrected,1025,518,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1026,Corrected,1024,706,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1027,Corrected,762,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,32,Corrected,1025,408,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,31,Corrected,1025,324,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,38,Corrected,1025,2626,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,29,Not corrected,545,710,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,31,Not corrected,3076,2306,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,29,Not corrected,1025,2308,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1026,Not corrected,2051,2051,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,37,Corrected,2050,1430,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1,Corrected,3077,620,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1,Not corrected,2051,3076,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1033,Not corrected,3077,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1029,Corrected,1025,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,35,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1025,Corrected,1025,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1030,Not corrected,2391,2275,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1,Corrected,1025,901,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,28,Corrected,2046,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,40,Corrected,1025,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1028,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1,Corrected,1025,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1050,Not corrected,746,635,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1025,Corrected,1025,335,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1027,Corrected,1025,1208,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,21,Corrected,1025,700,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1,Corrected,1025,294,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,30,Corrected,1025,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1026,Corrected,1025,360,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,33,Corrected,1025,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,33,Corrected,1025,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,50,Corrected,1025,1026,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,38,Not corrected,1025,1186,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,50,Corrected,1025,684,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1030,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1,Corrected,1025,856,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1027,Corrected,1025,1535,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,25,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,25,Corrected,1025,451,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,28,Not corrected,1300,3077,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,62,Not corrected,2051,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,38,Corrected,1025,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,13,Corrected,1025,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,33,Corrected,1025,991,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1026,Corrected,1025,325,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,25,Corrected,1024,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,21,Corrected,1025,1104,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,41,Corrected,2461,544,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1026,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,33,Corrected,1025,509,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1026,Corrected,1025,1337,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1,Corrected,1025,1001,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,44,Corrected,1025,649,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,38,Corrected,1025,575,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,0,1034,Not corrected,1025,1025,0,0
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,88,Corrected,1025,61,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,1,Corrected,1025,845,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,21,Corrected,1025,1025,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,38,Corrected,1025,814,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,21,Corrected,1025,563,0,1
DeepSeek-R1-0528-Qwen3-8B,Reasoning,asdiv,max1024,1,32,Corrected,1025,396,0,1
